0,2.526675
13,4.207153
26,6.264496
40,7.553257
53,9.520628
66,11.05794
79,12.52526
92,13.85291
105,15.19587
118,16.53716
131,17.64473
144,18.86704
158,19.94654
171,21.16407
184,22.13104
197,23.20392
210,24.23776
223,25.22956
236,26.27707
249,27.12148
262,28.00699
276,28.88157
289,29.5337
302,30.49715
315,30.9286
328,31.72284
341,32.25599
354,33.07462
367,33.7777
380,34.31052
394,34.82048
407,35.20139
420,35.64134
433,36.0169
446,36.88228
459,37.73039
472,38.36299
485,39.08912
498,40.47975
511,41.24827
525,42.79033
538,43.32031
551,44.17683
564,45.63717
577,46.35221
590,46.70642
603,47.20234
616,47.88161
629,48.47412
643,48.80523
656,49.51102
669,50.02903
682,50.41572
695,50.95252
708,51.51999
721,51.96941
734,52.31399
747,52.90762
760,53.21623
774,53.68976
787,54.02505
800,54.52443
813,55.01521
826,55.32455
839,55.60923
852,55.87749
865,56.5122
878,56.65366
892,56.9802
905,57.40522
918,57.84335
931,58.20853
944,58.53057
957,58.97934
970,59.29227
983,59.61872
996,59.87699
1010,60.35356
1023,60.48906
1036,61.05256
1049,61.25276
1062,61.51682
1075,61.87099
1088,62.16577
1101,62.46396
1114,62.81655
1127,63.07255
1141,63.3741
1154,63.42725
1167,63.92131
1180,63.97723
1193,64.39036
1206,64.6123
