0,4.859434
1,5.292697
2,11.29131
3,8.811307
4,8.945451
5,10.50017
6,14.45516
7,11.99437
8,11.93544
9,17.71361
10,13.03875
11,19.87085
12,15.36411
13,19.47615
14,16.6742
15,23.91285
29,30.76543
42,35.90829
55,40.29812
68,43.82214
81,46.68124
94,49.38465
107,51.12395
120,53.19109
133,54.92016
146,56.46625
160,57.60207
173,58.49539
186,59.71654
199,60.49102
212,61.34771
225,62.12567
238,62.88967
251,63.44014
264,64.02764
278,64.46586
291,64.96796
304,65.41203
317,65.87955
330,66.33933
343,66.74403
356,67.02705
369,67.50012
382,67.63234
396,68.04464
409,68.33059
422,68.76224
435,68.80171
448,69.06749
461,69.208
474,69.35838
487,69.56959
500,69.71301
514,69.89151
527,70.06782
540,70.3682
553,70.65878
566,70.7863
579,70.74003
592,71.21479
605,71.39244
618,71.57076
632,71.79086
645,71.83516
658,71.92311
671,71.94237
684,72.09372
697,72.20759
710,72.47335
723,72.40334
736,72.50922
750,72.54516
763,72.77154
776,72.96623
789,72.83669
802,72.89856
815,72.89165
828,73.17371
841,73.00073
854,73.20573
867,73.27584
881,73.18952
894,73.36501
907,73.41004
920,73.60463
933,73.78739
946,73.55808
959,73.72215
972,73.85447
986,73.86368
999,73.76024
1012,73.80466
1025,74.14103
1038,73.92591
1051,73.96285
1064,74.11102
1077,73.87927
1090,74.18316
1103,74.30237
1117,74.27615
1130,74.30096
1143,74.28204
1156,74.43828
1169,74.38925
1182,74.38976
1195,74.5329
