0,-0.03398523
2,0.03862487
3,-2.821946
4,-1.498319
6,-3.404938
7,-6.747758
8,-7.134044
10,-6.848361
11,-10.11641
12,-11.17106
14,-11.3366
15,-10.62642
16,-9.44092
18,-10.05557
19,-14.66198
32,-18.61917
45,-22.47611
58,-25.45372
71,-27.69241
85,-29.63728
98,-31.51122
111,-32.84999
124,-34.35045
137,-36.2217
150,-37.19539
163,-38.11992
176,-39.26811
189,-40.20231
203,-40.80092
216,-41.09779
229,-42.18323
242,-42.78913
255,-43.61396
268,-44.2161
281,-44.38379
294,-45.28622
307,-45.39205
321,-45.65586
334,-45.7906
347,-46.27359
360,-46.68352
373,-47.26027
386,-47.58118
399,-47.85118
412,-48.0892
425,-48.24747
439,-48.47099
452,-48.30087
465,-48.59453
478,-48.94281
491,-49.5646
504,-49.58607
517,-50.06365
530,-50.20709
543,-50.02131
557,-50.01499
570,-50.00053
583,-50.46456
596,-50.37159
609,-50.7396
622,-50.93395
635,-51.27399
648,-51.28464
661,-51.11752
675,-51.13085
688,-51.17403
701,-51.21868
714,-51.53633
727,-51.81693
740,-52.06303
753,-52.06532
766,-51.9293
780,-51.8326
793,-51.72271
806,-51.87822
819,-52.03488
832,-52.31857
845,-52.43926
858,-52.43886
871,-52.54557
884,-52.47204
898,-52.45345
911,-52.28863
924,-52.30295
937,-52.52177
950,-52.66849
963,-52.9183
976,-52.97844
989,-53.07177
1002,-52.87406
1016,-52.85617
1029,-52.53358
1042,-52.9969
1055,-52.68887
1068,-53.00161
1081,-53.3406
1094,-53.14339
1107,-53.3909
1120,-53.23099
1134,-53.0085
1147,-53.04604
1160,-53.06763
1173,-53.19441
1186,-53.34144
1199,-53.4694
1212,-53.51129
1225,-53.67246
1238,-53.24969
1251,-53.46604
1265,-53.31197
1278,-53.30364
1291,-53.44827
1304,-53.71701
1317,-53.71642
1330,-53.80138
